Deal_ID,Initial_Group,screen_group,Initial_Treatment_Indicator,Source_File,Cross_File_Key,Overlap_Flag,Duplicate_Flag,dup_drop,overlap_resolution_note,same_firm_year_note,Announced_Date,Completion_Date,Completion_Year,Deal_Status,Deal_Headline,Deal_Subtype_Level_3,Deal_Country_s,Acquirer_Raw,Acquirer_Normalized,Target_Raw,Target_Normalized,Deal_Value_USD_m,Financial_Currency,Financial_Data_Status,Patent_Data_Status,Multiple_Deal_Acquirer,text_innov_hits,text_alt_hits,text_lean,Provisional_Classification,Provisional_Confidence,Requires_Human_Review,has_fin,has_pat,eligible_strict,eligible_broad
CTL-0182,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,neurovive pharma acquires 5 stake in isomerase therapeutics for,No,No,False,,,2016-01-14,2016-01-14,2016,Completed,NeuroVive Pharma Acquires 5% Stake in Isomerase Therapeutics for USD0.8 Million,Minority Acquisition,United Kingdom,Abliva AB,abliva ab,Isomerase Therapeutics Ltd,isomerase therapeutics,1.0,,Not collected,Not collected,Yes,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0183,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,neurovive pharma acquires additional 5 stake in isomerase therapeutics for,No,No,False,,,2016-01-14,2016-08-15,2016,Completed,NeuroVive Pharma Acquires Additional 5% Stake in Isomerase Therapeutics for USD0.8 Million,Minority Acquisition,United Kingdom,Abliva AB,abliva ab,Isomerase Therapeutics Ltd,isomerase therapeutics,1.0,,Not collected,Not collected,Yes,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0184,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,therametrics merges with relief therapeutics,Yes,No,False,,,2015-12-21,2016-07-18,2016,Completed,Therametrics Merges with Relief Therapeutics,,Switzerland,Relief Therapeutics Holding AG; Sonnet BioTherapeutics CH SA,relief therapeutics sonnet biotherapeutics ch,THERAMetrics holding AG (Inactive); Sonnet BioTherapeutics CH SA,therametrics sonnet biotherapeutics ch,,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0185,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,mithra pharmaceuticals acquires remaining 50 stake in novalon,No,No,False,,,2015-12-08,2015-12-08,2015,Completed,Mithra Pharmaceuticals acquires remaining 50% stake in Novalon,Minority Acquisition,Belgium,S.A. Mithra pharmaceutical N.V.,s a mithra pharmaceutical n v,Novalon SA,novalon,,,Not collected,Not collected,No,1,4,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,False
CTL-0186,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,swedbank robur fonder acquires 8 31 stake in camurus,No,No,False,,,2015-12-04,2015-12-04,2015,Completed,Swedbank Robur Fonder Acquires 8.31% Stake in Camurus,Minority Acquisition,Sweden,Swedbank Robur Fonder AB,swedbank robur fonder ab,Camurus AB,camurus ab,,EUR,Partial,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0187,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,biogaia acquires additional 12 stake in metabogen for,Yes,No,False,,,2015-12-01,2015-12-01,2015,Completed,BioGaia Acquires Additional 12% Stake in MetaboGen for USD0.5 Million,Minority Acquisition,Sweden,BioGaia AB,biogaia ab,MetaboGen AB,metabogen ab,0.0,,Not collected,Not collected,Yes,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0188,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,reprocell acquires 100 stake in biopta,No,No,False,,,2015-11-24,2015-11-26,2015,Completed,ReproCELL acquires 100% stake in Biopta,100% Acquisition,United Kingdom,ReproCELL Inc,reprocell,Biopta Ltd,biopta,8.0,,Not collected,Not collected,No,4,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0189,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,synerlab acquires laboratorios alcala farma,No,No,False,,,2015-11-20,2015-11-20,2015,Completed,SYNERLAB acquires Laboratorios ALCALA FARMA,Majority Acquisition,Spain,GROUPE SYNERLAB,groupe synerlab,Synerlab Group,synerlab,,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,True
CTL-0190,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ixico acquires optimal medicine for,No,No,False,,,2015-11-18,2015-12-08,2015,Completed,Ixico Acquires Optimal Medicine for USD2.3 Million,100% Acquisition,United Kingdom,IXICO Plc,ixico,Optimal Medicine Ltd,optimal medicine,2.0,,Not collected,Not collected,No,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0191,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,charles river laboratories acquires oncotest,No,No,False,,,2015-11-18,2015-11-18,2015,Completed,Charles River Laboratories acquires Oncotest,Majority Acquisition,Germany,"Charles River Laboratories International, Inc.",charles river laboratories international,Oncotest GmbH,oncotest,38.0,,Not collected,Not collected,Yes,3,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0192,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,kronos capital sells 7 interest in biomax,No,No,False,,,2015-11-13,2015-11-13,2015,Completed,Kronos Capital Sells 7% Interest in Biomax,Minority Acquisition,Poland,Undisclosed,undisclosed,Biomax SA,biomax,,,Not collected,Not collected,Yes,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0193,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,3legs resources acquires remaining 88 9 stake in salvarx in reverse takeover transaction,No,No,False,,,2015-11-04,2016-03-22,2016,Completed,3Legs Resources Acquires Remaining 88.9% Stake in SalvaRx in Reverse Takeover Transaction,Majority Acquisition,United Kingdom,SalvaRx Group Plc,salvarx,SalvaRx Ltd,salvarx,12.0,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0194,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,tarrex biopharma acquires 33 stake in aranda pharma,No,No,False,,,2015-11-03,2015-11-03,2015,Completed,Tarrex Biopharma Acquires 33% Stake in Aranda Pharma,Minority Acquisition,Finland,Tarrex Biopharma Ltd,tarrex biopharma,Aranda Pharma Ltd,aranda pharma,,,Not collected,Not collected,No,5,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0195,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,biogenes completes management buy out,No,No,False,,,2015-10-31,2015-10-31,2015,Completed,BioGenes Completes Management Buy-out,100% Acquisition,Germany,Sergej Ovodov; Alexander Knoll,sergej ovodov alexander knoll,BioGenes GmbH,biogenes,,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0196,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,amryt pharma acquires birken,No,No,False,,,2015-10-16,2016-04-19,2016,Completed,Amryt Pharma Acquires Birken,100% Acquisition,Germany,Amryt Pharma Plc,amryt pharma,Amryt GmbH,amryt,59.0,,Not collected,Not collected,No,0,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0197,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,omnicare merges with megapharm,No,No,False,,,2015-10-02,2015-10-02,2015,Completed,Omnicare Merges with Megapharm,,Germany,Omnicare Holding GmbH & Co KG,omnicare kg,Omnicare Holding GmbH & Co KG; Megapharm GmbH,omnicare kg megapharm,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0198,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ethypharm acquires 100 stake of db ashbourne dba group,No,No,False,,,2015-10-01,2015-10-01,2015,Completed,Ethypharm acquires 100% stake of DB Ashbourne (DBA Group),100% Acquisition,United Kingdom,Ethypharm S.A,ethypharm s a,Ethypharm UK Ltd,ethypharm uk,,EUR,Partial,Complete event window — 7/7 years covered,No,0,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,True,True,True,True
CTL-0199,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,aduro biotech acquires bionovion holding,Yes,No,False,,,2015-09-24,2015-10-30,2015,Completed,Aduro BioTech acquires BioNovion Holding,100% Acquisition,The Netherlands,Chinook Therapeutics Inc,chinook therapeutics,BioNovion Holding B.V.,bionovion b v,32.0,,Not collected,Not collected,No,7,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0200,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ares allergy stallergenes and greer labs merge,Yes,No,False,,,2015-09-08,2015-09-08,2015,Completed,"Ares Allergy, Stallergenes and Greer Labs Merge",,"France , United Kingdom , United States",Stallergenes Greer Ltd,stallergenes greer,Greer Laboratories Inc; Stallergenes SA; Stallergenes Greer Ltd,greer laboratories stallergenes stallergenes greer,,,Not collected,Not collected,No,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0201,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,stada arzneimittel acquires sciotec diagnostic technologies for,Yes,No,False,,,2015-08-26,2015-08-26,2015,Completed,STADA Arzneimittel Acquires SCIOTEC Diagnostic Technologies for USD19.8 Million,100% Acquisition,Austria,Stada Arzneimittel AG,stada arzneimittel,SCIOTEC Diagnostic Technologies GmbH,sciotec diagnostic technologies,20.0,,Not collected,Not collected,Yes,1,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0202,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,tigenix acquires coretherapix,Yes,No,False,,,2015-07-30,2015-07-31,2015,Completed,TiGenix acquires Coretherapix,Majority Acquisition,Spain,TiGenix NV,tigenix,Coretherapix SLU,coretherapix slu,7.0,EUR,Partial,Partial event window — 2/7 years covered,No,5,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,False,True
CTL-0203,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,hikma pharmaceuticals acquires 100 stake in roxane laboratories and boehringer ingelheim roxane,No,No,False,,,2015-07-28,2016-02-29,2016,Completed,Hikma Pharmaceuticals acquires 100% stake in Roxane Laboratories and Boehringer Ingelheim Roxane,100% Acquisition,"United Kingdom , United States",Hikma Pharmaceuticals PLC,hikma pharmaceuticals,"Roxane Laboratories, Inc. (formerly Philips Roxane); Boehringer Ingelheim Roxane, Inc.",roxane laboratories formerly philips roxane boehringer ingelheim roxane,2650.0,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0204,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,innokeys acquires oncoscience,No,No,False,,,2015-07-22,2015-07-22,2015,Completed,Innokeys Acquires Oncoscience,100% Acquisition,Germany,Innokeys Pte Ltd,innokeys pte,Oncoscience GmbH,oncoscience,,,Not collected,Not collected,No,6,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0205,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,albany molecular research acquires gadea grupo farmaceutico,No,No,False,,,2015-07-16,2015-07-16,2015,Completed,Albany Molecular Research Acquires Gadea Grupo Farmaceutico,100% Acquisition,Spain,Curia Global Inc,curia global,Gadea Grupo Farmaceutico SL,gadea grupo farmaceutico,174.0,,Not collected,Not collected,No,1,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0206,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,quantum pharma acquires 100 stake in nupharm,No,No,False,,,2015-07-14,2015-07-14,2015,Completed,Quantum Pharma acquires 100% stake in NuPharm,100% Acquisition,United Kingdom,Quantum Pharmaceutical Ltd,quantum pharmaceutical,NuPharm Laboratories Ltd (Inactive); NuPharm Group Limited (Inactive),nupharm laboratories nupharm,21.0,,Not collected,Not collected,Yes,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0207,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,zambon acquires nigaard,No,No,False,,,2015-07-14,2015-07-14,2015,Completed,Zambon acquires Nigaard,Majority Acquisition,Norway,Zambon SpA,zambon,Nigaard Pharma AS,nigaard pharma,,EUR,Complete,Complete event window — 7/7 years covered,No,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,True,True,False,True
CTL-0208,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ostersjostiftelsen recipharm venture and praktikerinvest acquire stake in pharmanest from karolinska development,No,No,False,,,2015-07-09,2015-07-09,2015,Completed,"Ostersjostiftelsen, Recipharm Venture and Praktikerinvest Acquire Stake in Pharmanest from Karolinska Development",Majority Acquisition,Sweden,Praktikerinvest Aktiebolag; Recipharm Venture Fund AB; The Foundation for Baltic and East European Studies,praktikerinvest aktiebolag recipharm venture fund ab foundation for baltic and east european studies,Palette Life Sciences AB,palette life sciences ab,3.0,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
